GEOID,ntl
48201440100,0.3246532357009838
48201450100,-0.8369766658752243
48201450200,-0.7615266351006229
48201450300,-0.17177956665158145
48201450400,0.22891092342552755
48201450500,0.0008270885054906729
48201450600,0.45539140779348014
48201450700,-0.06756827601490964
48201450801,-0.020522825644188784
48201450802,0.14894645565710263
48201450900,-0.31701687545143015
48201451001,0.45756832366638733
48201451002,0.14230814424397245
48201451100,0.3363178867998485
48201451200,0.3073405642081702
48201451300,0.8223085203902665
48201451401,0.33137050414937474
48201451402,0.0667912643385245
48201451403,0.3217821923888512
48201451500,0.09303966633228239
48201451601,0.7742876699704243
48201451602,0.6625711281025843
48201451700,0.4099876651327341
48201451800,0.7757622642415382
48201451901,0.5019368386217627
48201451902,0.4732373262488624
48201452000,0.6846885951581531
48201452100,0.23868032616517595
48201452201,-0.4528947476515001
48201452202,-0.3351068952541858
48201452300,-0.01689740120317818
48201452400,-0.8111400903740094
48201452500,-0.6466051190645146
48201452600,0.8641186663756377
48201452700,0.5847565164649035
48201452801,-0.7351570444831367
48201452802,-0.7334272351750883
48201452900,-0.7716324357383961
48201453000,-0.8575086275345777
48201453100,-0.10020569878478856
48201453200,0.060958202674216026
48201453300,0.45807599378204467
48201453401,0.5310218099614964
48201453402,0.5535628359903415
48201453403,-0.5891862566251722
48201453501,-0.029568934868111442
48201453502,-0.6858970369000873
48201453601,-0.8316939138395523
48201453602,-0.07156771719754455
48201453700,-0.7458807114604604
48201453800,-0.3189866923217976
48201453900,-0.06568235395881152
48201454000,0.6216575949584747
48201454100,1.6826672303443002
48201454200,1.1894984111811397
48201454301,0.5578926008251162
48201454302,0.8035884157739096
48201454400,-0.27337320557127864
48201454501,0.006313011719607827
48201454502,0.37014744921305465
48201454600,0.7931161181324508
48201454700,0.46566600655272045
48201454800,0.6140591287641148
48201454900,0.5181885222227691
48201455000,-0.009421659722038617
48201455101,1.0354559753108366
48201455102,-0.12119269943241621
48201455200,-0.16943520084405414
48201455300,-0.38317638765062667
48201510100,-0.6061320639180544
48201510200,-0.4965139854326852
48201510300,-0.6370714859717007
48201510400,-0.03758428450328421
48201510500,0.2349143936150825
48201510600,0.07890779539457665
48201510700,0.1396457039647569
48201510800,-0.2167191016641211
48201510900,-0.41986176184189095
48201511001,-0.7919934172358147
48201511002,-0.7244377652736735
48201511100,-0.2510279265312031
48201511200,-0.41894553948763724
48201511301,0.22081123295311572
48201511302,-0.16483697512584303
48201511400,-0.7888710014704766
48201511500,-0.2865606579760541
48201511600,-0.8775195130862173
48201520100,-0.755646720060718
48201520200,-0.8786519075939171
48201520300,-0.20399660196802574
48201520400,0.5689069972025081
48201520500,0.3356621365402962
48201520601,0.8105844065425802
48201520602,0.27697288304686457
48201520700,-0.24982416879183714
48201521000,0.6188708344129181
48201521100,0.5575909521903473
48201521200,0.8321709171365825
48201521300,0.9134836642538327
48201521400,0.7630522151955135
48201521500,0.443592611282741
48201521600,-0.1582636461558671
48201521700,-0.832235123387745
48201521800,-0.47932012432729587
48201521900,-0.00987165404806475
48201522000,0.5067429117582538
48201522100,0.5755514346144516
48201522201,0.3162369717512939
48201522202,-0.1390774049492186
48201522301,0.6476139889381435
48201522302,0.3381976688102329
