GEOID,income_rank,catogroy
48201552800,0.6901408450704225,Q4
48201552900,0.5685019206145967,Q3
48201553001,0.7490396927016645,Q4
48201553002,0.7912932138284251,Q4
48201553100,0.6133162612035852,Q4
48201553200,0.26632522407170295,Q2
48201553300,0.11523687580025609,Q1
48201553401,0.8834827144686299,Q5
48201553402,0.8463508322663252,Q5
48201553403,0.7797695262483995,Q4
48201553500,0.7964148527528809,Q4
48201553600,0.7221510883482715,Q4
48201553700,0.8053777208706786,Q5
48201553801,0.9654289372599232,Q5
48201553802,0.6734955185659411,Q4
48201553900,0.9180537772087067,Q5
48201554001,0.6581306017925737,Q4
48201554002,0.9462227912932138,Q5
48201554101,0.9295774647887324,Q5
48201554102,0.8373879641485276,Q5
48201554200,0.7119078104993598,Q4
48201554301,0.9001280409731114,Q5
48201554302,0.8079385403329066,Q5
48201554401,0.9436619718309859,Q5
48201554402,0.8886043533930857,Q5
48201554403,0.8489116517285531,Q5
48201554501,0.9167733674775929,Q5
48201554502,0.9142125480153649,Q5
48201554600,0.9270166453265045,Q5
48201554700,0.8412291933418694,Q5
48201554801,0.8015364916773368,Q5
48201554802,0.8988476312419974,Q5
48201554901,0.6696542893725992,Q4
48201554902,0.8655569782330346,Q5
48201554903,0.8668373879641486,Q5
48201555000,0.7708066581306018,Q4
48201555100,0.7874519846350833,Q4
48201555200,0.8130601792573624,Q5
48201555301,0.8911651728553137,Q5
48201555302,0.9539052496798975,Q5
48201555303,0.8540332906530089,Q5
48201555401,0.6286811779769527,Q4
48201555402,0.5121638924455826,Q3
48201555501,0.6670934699103713,Q4
